TransactionID,TransactionAmount,MerchantID,UserID,TransactionTime,FraudIndicator,TransactionType,Location,TransactionFrequency,MerchantFrequency,TransactionHour
1541,709075.3571,5,1036,06/03/2023 4:00,1,In-store,Suburb,4,7,4
1542,106966.2354,72,1029,06/03/2023 5:00,0,Online,Suburb,6,1,5
1543,,69,1052,06/03/2023 6:00,0,Online,City,5,1,6
1544,256637.1274,88,1046,06/03/2023 7:00,0,In-store,Suburb,2,1,7
1545,962930.5826,57,1069,06/03/2023 8:00,0,Online,Suburb,4,3,8
1546,483597.2922,26,1029,06/03/2023 9:00,0,In-store,City,7,2,9
1547,806011.9505,6,1047,06/03/2023 10:00,0,In-store,City,5,2,10
1548,550271.5195,16,1091,06/03/2023 11:00,0,Online,Rural,6,5,11
1549,43508.1916,60,1025,06/03/2023 12:00,0,In-store,Suburb,6,1,12
1550,633188.0605,100,1080,06/03/2023 13:00,0,In-store,City,2,2,13
1551,951408.2019,12,1016,06/03/2023 14:00,0,Online,City,5,3,14
1552,601651.659,75,1100,06/03/2023 15:00,0,In-store,Suburb,5,2,15
1553,819206.9405,3,1089,06/03/2023 16:00,0,Online,Suburb,2,3,16
1554,884218.0427,63,1041,06/03/2023 17:00,0,Online,City,9,2,17
1555,228156.964,64,1065,06/03/2023 18:00,0,In-store,Suburb,3,5,18
1556,212123.6354,62,1069,06/03/2023 19:00,0,In-store,Rural,6,7,19
1557,611019.8908,6,1020,06/03/2023 20:00,0,Online,City,4,3,20
1558,411087.367,19,1069,06/03/2023 21:00,0,In-store,City,8,0,21
1559,839877.3167,18,1036,06/03/2023 22:00,0,Online,Suburb,5,2,22
1560,900033.1211,80,1093,06/03/2023 23:00,0,In-store,City,0,5,23
1561,353486.0372,87,1098,07/03/2023 0:00,0,Online,Suburb,7,4,0
1562,236946.8719,43,1058,07/03/2023 1:00,0,In-store,Rural,5,6,1
1563,780547.4627,73,1048,07/03/2023 2:00,0,Online,Rural,4,7,2
1564,274878.5549,3,1082,07/03/2023 3:00,0,In-store,Rural,5,2,3
1565,822632.0571,72,1002,07/03/2023 4:00,0,In-store,City,7,4,4
1566,423795.8798,38,1080,07/03/2023 5:00,0,Online,Rural,4,1,5
1567,667583.1443,68,1029,07/03/2023 6:00,0,Online,Suburb,8,3,6
1568,95625.7603,76,1097,07/03/2023 7:00,0,In-store,Suburb,6,4,7
1569,623896.9387,44,1016,07/03/2023 8:00,0,In-store,Rural,8,4,8
1570,451822.502,95,1035,07/03/2023 9:00,0,In-store,Rural,9,2,9
1571,586649.8023,89,1062,07/03/2023 10:00,0,In-store,Suburb,11,5,10
1572,168097.4063,80,1081,07/03/2023 11:00,0,Online,Rural,6,4,11
1573,736900.0576,63,1004,07/03/2023 12:00,0,In-store,Rural,9,4,12
1574,862810.7978,42,1068,07/03/2023 13:00,0,In-store,Rural,5,5,13
1575,216818.1261,64,1051,07/03/2023 14:00,0,Online,Suburb,7,4,14
1576,95804.98406,54,1089,07/03/2023 15:00,0,In-store,Suburb,3,4,15
1577,23736.22219,78,1033,07/03/2023 16:00,0,Online,Rural,0,3,16
1578,642007.3033,77,1078,07/03/2023 17:00,0,In-store,Suburb,3,1,17
1579,607133.3267,71,1024,07/03/2023 18:00,0,Online,Rural,8,6,18
1580,546742.743,76,1075,07/03/2023 19:00,0,Online,Rural,7,3,19
1581,232023.9014,37,1025,07/03/2023 20:00,0,In-store,Rural,1,2,20
1582,390966.9053,4,1028,07/03/2023 21:00,0,Online,City,1,3,21
1583,594516.8876,2,1007,07/03/2023 22:00,0,In-store,City,3,3,22
1584,496817.1822,99,1036,07/03/2023 23:00,0,Online,Rural,4,5,23
1585,,44,1010,08/03/2023 0:00,0,Online,City,3,6,0
1586,136526.1086,67,1036,08/03/2023 1:00,0,Online,Rural,4,4,1
1587,695175.0396,68,1095,08/03/2023 2:00,0,In-store,City,5,3,2
1588,404378.3362,76,1083,08/03/2023 3:00,0,In-store,Rural,5,2,3
1589,428256.795,83,1018,08/03/2023 4:00,0,Online,City,3,4,4
1590,717626.0059,74,1006,08/03/2023 5:00,0,In-store,Suburb,6,1,5
1591,692466.9077,62,1092,08/03/2023 6:00,0,Online,Suburb,7,2,6
1592,991256.8681,1,1007,08/03/2023 7:00,0,Online,City,3,1,7
1593,128481.45,17,1012,08/03/2023 8:00,0,In-store,Rural,3,4,8
1594,104199.2384,16,1041,08/03/2023 9:00,0,Online,City,3,3,9
1595,724366.3832,9,1063,08/03/2023 10:00,0,In-store,City,5,9,10
1596,578429.0783,53,1098,08/03/2023 11:00,0,Online,Suburb,5,1,11
1597,274233.2505,73,1025,08/03/2023 12:00,0,In-store,Suburb,8,3,12
1598,79511.42705,59,1081,08/03/2023 13:00,0,Online,Suburb,3,4,13
1599,85749.68377,9,1053,08/03/2023 14:00,0,Online,City,6,2,14
1600,894201.4556,12,1033,08/03/2023 15:00,0,Online,Suburb,5,0,15
1601,191948.138,41,1087,08/03/2023 16:00,0,Online,Suburb,5,1,16
1602,323439.225,15,1073,08/03/2023 17:00,0,Online,Suburb,6,1,17
1603,226733.7366,66,1006,08/03/2023 18:00,0,In-store,Rural,9,3,18
1604,355060.8062,75,1062,08/03/2023 19:00,0,In-store,Rural,3,2,19
1605,69516.90036,11,1066,08/03/2023 20:00,0,Online,City,4,2,20
1606,519107.8849,8,1009,08/03/2023 21:00,0,Online,Suburb,3,5,21
1607,67705.80234,55,1067,08/03/2023 22:00,0,In-store,City,7,4,22
1608,800376.4722,96,1016,08/03/2023 23:00,0,In-store,City,1,3,23
1609,233788.7107,6,1089,09/03/2023 0:00,0,Online,Suburb,3,5,0
1610,540057.9134,53,1088,09/03/2023 1:00,0,Online,City,3,1,1
1611,880091.0797,20,1093,09/03/2023 2:00,0,Online,Suburb,4,3,2
1612,650912.2813,39,1055,09/03/2023 3:00,0,Online,Suburb,3,3,3
1613,533004.4908,99,1040,09/03/2023 4:00,0,Online,Rural,7,3,4
1614,324401.3197,72,1026,09/03/2023 5:00,0,Online,City,4,2,5
1615,333068.6129,34,1038,09/03/2023 6:00,0,In-store,City,13,2,6
1616,669520.0065,57,1035,09/03/2023 7:00,0,Online,Suburb,8,4,7
1617,994139.9473,19,1087,09/03/2023 8:00,0,Online,Rural,3,4,8
1618,4010111.371,71,1068,09/03/2023 9:00,0,In-store,Rural,7,3,9
1619,557827.639,31,1059,09/03/2023 10:00,0,In-store,City,5,6,10
1620,730677.4452,82,1014,09/03/2023 11:00,0,In-store,Rural,0,2,11
1621,465259.0917,40,1047,09/03/2023 12:00,0,Online,City,5,3,12
1622,60236.32837,14,1071,09/03/2023 13:00,0,In-store,City,7,4,13
1623,562340.5862,100,1072,09/03/2023 14:00,0,Online,Rural,12,6,14
1624,957629.522,81,1042,09/03/2023 15:00,0,In-store,Suburb,7,3,15
1625,175385.4121,37,1051,09/03/2023 16:00,0,In-store,City,0,1,16
1626,690035.8903,44,1019,09/03/2023 17:00,0,In-store,City,10,3,17
1627,201013.5953,9,1066,09/03/2023 18:00,0,Online,City,6,3,18
1628,535874.1017,58,1047,09/03/2023 19:00,0,In-store,City,3,6,19
1629,96766.782,20,1065,09/03/2023 20:00,0,In-store,Rural,3,1,20
1630,450425.8992,92,1042,09/03/2023 21:00,0,In-store,Rural,5,3,21
1631,756187.7126,50,1038,09/03/2023 22:00,0,Online,Rural,5,5,22
1632,347636.7671,20,1013,09/03/2023 23:00,0,Online,Rural,4,0,23
1633,664945.2333,36,1044,10/03/2023 0:00,0,Online,City,3,4,0
1634,795470.4158,27,1024,10/03/2023 1:00,0,Online,Suburb,8,3,1
1635,927185.1017,72,1096,10/03/2023 2:00,0,Online,Suburb,6,3,2
1636,234718.6176,32,1030,10/03/2023 3:00,0,In-store,Rural,7,2,3
1637,399375.9842,1,1070,10/03/2023 4:00,0,In-store,City,9,0,4
1638,152500.7717,17,1038,10/03/2023 5:00,0,Online,Rural,5,5,5
1639,992484.2538,9,1097,10/03/2023 6:00,0,In-store,Suburb,6,2,6
1640,927008.2678,84,1023,10/03/2023 7:00,0,In-store,Rural,5,8,7
1641,540003.1346,45,1074,10/03/2023 8:00,0,Online,City,4,1,8
1642,842049.091,96,1057,10/03/2023 9:00,0,Online,City,5,2,9
1643,521005.8815,66,1079,10/03/2023 10:00,0,Online,City,4,6,10
1644,623623.3294,32,1023,10/03/2023 11:00,0,In-store,Rural,9,5,11
1645,89215.51967,45,1036,10/03/2023 12:00,0,Online,Suburb,5,4,12
1646,755294.8935,9,1057,10/03/2023 13:00,0,Online,City,7,3,13
1647,127800.7123,30,1001,10/03/2023 14:00,0,Online,Suburb,5,3,14
1648,826085.0235,84,1072,10/03/2023 15:00,0,In-store,Suburb,4,3,15
1649,782049.8849,38,1003,10/03/2023 16:00,0,In-store,Rural,7,1,16
1650,708773.8233,60,1014,10/03/2023 17:00,0,In-store,Rural,3,0,17
1651,36256.76449,1,1081,10/03/2023 18:00,0,Online,Suburb,4,2,18
1652,303198.0431,5,1034,10/03/2023 19:00,0,In-store,City,5,3,19
1653,263186.2587,63,1070,10/03/2023 20:00,0,Online,City,3,6,20
1654,360200.3938,99,1069,10/03/2023 21:00,0,Online,Rural,5,3,21
1655,87733.98249,36,1051,10/03/2023 22:00,0,In-store,City,4,3,22
1656,7644278.531,65,1029,10/03/2023 23:00,0,Online,Suburb,2,3,23
1657,553846.8605,78,1099,11/03/2023 0:00,0,In-store,City,4,4,0
1658,305593.7582,73,1082,11/03/2023 1:00,0,Online,Rural,6,4,1
1659,397041.8189,94,1048,11/03/2023 2:00,0,Online,Suburb,4,2,2
1660,447257.8203,24,1094,11/03/2023 3:00,0,In-store,Suburb,5,3,3
1661,600634.2739,4,1079,11/03/2023 4:00,0,Online,City,9,1,4
1662,515727.8598,78,1079,11/03/2023 5:00,0,In-store,City,3,3,5
1663,919400.034,89,1016,11/03/2023 6:00,0,In-store,Suburb,4,6,6
1664,497013.7866,68,1057,11/03/2023 7:00,0,Online,Rural,7,6,7
1665,992158.799,25,1097,11/03/2023 8:00,0,Online,Rural,3,1,8
1666,851439.8152,74,1010,11/03/2023 9:00,0,Online,City,2,1,9
1667,208589.6633,99,1019,11/03/2023 10:00,0,Online,Rural,3,5,10
1668,930602.1551,7,1067,11/03/2023 11:00,0,Online,Suburb,5,2,11
1669,116454.7612,13,1036,11/03/2023 12:00,0,Online,Rural,4,2,12
1670,817467.9635,68,1004,11/03/2023 13:00,0,Online,Suburb,4,2,13
1671,380685.2311,43,1075,11/03/2023 14:00,0,Online,City,7,1,14
1672,877986.523,57,1033,11/03/2023 15:00,0,Online,Rural,7,1,15
1673,868069.8844,36,1028,11/03/2023 16:00,0,Online,Suburb,5,1,16
1674,805944.8076,14,1096,11/03/2023 17:00,0,Online,City,5,2,17
1675,790051.4333,82,1080,11/03/2023 18:00,0,In-store,Suburb,1,8,18
1676,304748.6712,72,1009,11/03/2023 19:00,0,Online,Rural,4,7,19
1677,81011.19112,96,1075,11/03/2023 20:00,0,Online,Suburb,5,2,20
1678,403039.8807,27,1006,11/03/2023 21:00,0,Online,City,6,5,21
1679,173607.1625,37,1049,11/03/2023 22:00,0,In-store,City,7,6,22
1680,694981.5938,87,1091,11/03/2023 23:00,0,Online,Rural,4,1,23
1681,346165.1166,71,1076,12/03/2023 0:00,0,In-store,City,5,2,0
1682,975612.6398,76,1022,12/03/2023 1:00,0,In-store,Rural,4,3,1
1683,641007.9801,25,1048,12/03/2023 2:00,0,Online,City,5,2,2
1684,822498.3156,67,1021,12/03/2023 3:00,0,Online,Rural,3,5,3
1685,132611.4203,90,1033,12/03/2023 4:00,0,Online,City,2,1,4
1686,862028.2808,4,1081,12/03/2023 5:00,0,In-store,Rural,3,6,5
1687,922764.9148,100,1056,12/03/2023 6:00,0,In-store,Suburb,9,6,6
1688,487113.2126,79,1029,12/03/2023 7:00,0,In-store,Suburb,7,3,7
1689,606292.3125,96,1053,12/03/2023 8:00,0,Online,Rural,5,4,8
1690,764833.3199,93,1040,12/03/2023 9:00,0,Online,City,6,4,9
1691,174921.1434,74,1074,12/03/2023 10:00,0,In-store,City,6,8,10
1692,502615.8199,85,1018,12/03/2023 11:00,0,In-store,Rural,4,2,11
1693,398723.1615,16,1047,12/03/2023 12:00,0,In-store,City,4,3,12
1694,146459.3548,19,1013,12/03/2023 13:00,0,In-store,Rural,2,2,13
1695,367597.6688,29,1027,12/03/2023 14:00,0,Online,Suburb,7,3,14
1696,68265.49215,51,1062,12/03/2023 15:00,0,Online,Rural,7,4,15
1697,25909.32576,18,1074,12/03/2023 16:00,0,In-store,City,4,3,16
1698,135252.7725,58,1096,12/03/2023 17:00,0,Online,City,4,4,17
1699,963118.8001,44,1045,12/03/2023 18:00,0,In-store,Rural,5,0,18
1700,549574.5829,16,1003,12/03/2023 19:00,0,In-store,Rural,6,3,19
1701,965825.5789,65,1022,12/03/2023 20:00,0,Online,Rural,4,2,20
1702,432554.6285,2,1027,12/03/2023 21:00,0,Online,Rural,5,2,21
1703,311884.9515,56,1055,12/03/2023 22:00,0,Online,Suburb,6,0,22
1704,506191.2487,79,1067,12/03/2023 23:00,0,In-store,City,5,5,23
1705,439567.7375,28,1033,13/03/2023 00:00,0,In-store,City,4,0,0
1706,105754.1178,65,1002,13/03/2023 01:00,0,Online,Rural,9,2,1
1707,640862.2321,5,1075,13/03/2023 02:00,0,Online,Rural,5,6,2
1708,216116.5787,22,1046,13/03/2023 03:00,0,Online,Rural,8,2,3
1709,619625.9961,100,1074,13/03/2023 04:00,0,In-store,Suburb,7,2,4
1710,650236.0723,13,1033,13/03/2023 05:00,0,In-store,Suburb,6,4,5
1711,152109.6506,65,1058,13/03/2023 06:00,0,Online,Rural,5,5,6
1712,61443.49215,16,1007,13/03/2023 07:00,0,Online,City,12,2,7
1713,780783.5099,86,1015,13/03/2023 08:00,0,In-store,Suburb,6,3,8
1714,459854.4437,64,1026,13/03/2023 09:00,0,Online,City,3,3,9
1715,58257.97913,32,1011,13/03/2023 10:00,0,In-store,Suburb,4,2,10
1716,994866.8305,80,1038,13/03/2023 11:00,0,Online,Rural,11,3,11
1717,57874.78294,51,1027,13/03/2023 12:00,0,In-store,Rural,2,3,12
1718,695065.7253,79,1007,13/03/2023 13:00,0,In-store,City,4,4,13
1719,983680.5574,58,1001,13/03/2023 14:00,0,Online,Rural,4,1,14
1720,239256.1862,46,1074,13/03/2023 15:00,0,Online,City,7,3,15
1721,142335.1438,52,1021,13/03/2023 16:00,1,In-store,Rural,6,4,16
1722,121472.8009,63,1079,13/03/2023 17:00,0,Online,Rural,4,3,17
1723,303344.8201,76,1030,13/03/2023 18:00,0,Online,City,10,2,18
1724,101135.7064,60,1094,13/03/2023 19:00,0,Online,Rural,1,5,19
1725,692192.1256,65,1008,13/03/2023 20:00,0,In-store,Suburb,3,3,20
1726,62385.56895,81,1088,13/03/2023 21:00,0,In-store,Rural,6,1,21
1727,509471.1859,55,1083,13/03/2023 22:00,0,In-store,City,5,6,22
1728,996697.1842,57,1003,13/03/2023 23:00,0,Online,Rural,6,2,23
1729,813988.8725,92,1055,14/03/2023 00:00,0,In-store,Suburb,6,5,0
1730,615257.9163,71,1015,14/03/2023 01:00,0,Online,Rural,2,2,1
1731,306322.9954,73,1036,14/03/2023 02:00,0,Online,Rural,8,4,2
1732,623933.4467,86,1006,14/03/2023 03:00,0,In-store,Suburb,8,4,3
1733,527088.7598,26,1042,14/03/2023 04:00,0,In-store,Rural,0,3,4
1734,426140.7756,12,1050,14/03/2023 05:00,0,In-store,Rural,6,3,5
1735,130797.3057,71,1018,14/03/2023 06:00,0,Online,City,2,3,6
1736,886615.5548,46,1083,14/03/2023 07:00,0,Online,City,5,6,7
1737,449839.6704,47,1050,14/03/2023 08:00,0,In-store,City,4,1,8
1738,194703.0496,79,1030,14/03/2023 09:00,0,Online,City,5,8,9
1739,367822.5749,38,1077,14/03/2023 10:00,0,In-store,Suburb,3,2,10
1740,414188.3396,21,1039,14/03/2023 11:00,0,In-store,City,3,5,11
1741,827555.1418,14,1012,14/03/2023 12:00,0,In-store,City,5,4,12
1742,733641.0191,2,1098,14/03/2023 13:00,0,Online,Rural,8,5,13
1743,769327.9632,72,1059,14/03/2023 14:00,0,In-store,Suburb,5,2,14
1744,,70,1076,14/03/2023 15:00,0,In-store,Suburb,1,3,15
1745,416212.3828,33,1044,14/03/2023 16:00,0,In-store,City,2,6,16
1746,,6,1088,14/03/2023 17:00,0,In-store,Rural,3,5,17
1747,19290.3576,90,1004,14/03/2023 18:00,0,Online,Suburb,4,4,18
1748,259887.2274,37,1036,14/03/2023 19:00,0,Online,Suburb,7,2,19
1749,760313.7941,14,1048,14/03/2023 20:00,0,Online,City,4,1,20
1750,137195.9948,37,1014,14/03/2023 21:00,0,Online,City,4,0,21
1751,535356.6004,8,1081,14/03/2023 22:00,0,Online,City,6,2,22
1752,215280.3518,77,1049,14/03/2023 23:00,0,Online,Rural,7,1,23
1753,12219.56257,13,1067,15/03/2023 00:00,0,Online,City,6,3,0
1754,241277.3375,40,1087,15/03/2023 01:00,0,In-store,Suburb,6,3,1
1755,975876.1675,92,1077,15/03/2023 02:00,0,In-store,Suburb,8,3,2
1756,801556.9582,58,1009,15/03/2023 03:00,0,Online,City,3,2,3
1757,959580.6867,18,1021,15/03/2023 04:00,0,In-store,Suburb,7,3,4
1758,487905.2585,57,1072,15/03/2023 05:00,0,Online,Rural,5,5,5
1759,109825.2251,83,1081,15/03/2023 06:00,0,Online,City,4,4,6
1760,548004.693,38,1016,15/03/2023 07:00,0,In-store,Suburb,4,6,7
1761,454431.8968,32,1016,15/03/2023 08:00,0,In-store,Suburb,1,0,8
1762,6319358.681,86,1028,15/03/2023 09:00,0,In-store,City,4,3,9
1763,98172.77253,66,1051,15/03/2023 10:00,0,In-store,Suburb,6,2,10
1764,488292.3129,77,1056,15/03/2023 11:00,0,Online,Suburb,9,6,11
1765,150133.6598,87,1080,15/03/2023 12:00,0,In-store,City,5,1,12
1766,324743.4593,25,1057,15/03/2023 13:00,0,Online,Rural,2,3,13
1767,737383.3417,92,1052,15/03/2023 14:00,0,Online,Suburb,4,1,14
1768,476070.5276,58,1046,15/03/2023 15:00,0,In-store,Rural,5,2,15
1769,375950.6963,75,1078,15/03/2023 16:00,1,In-store,Rural,7,1,16
1770,394536.8309,33,1038,15/03/2023 17:00,0,In-store,Rural,3,5,17
1771,459500.8237,88,1084,15/03/2023 18:00,0,Online,Rural,2,4,18
1772,,66,1048,15/03/2023 19:00,0,Online,Rural,6,1,19
1773,892095.4805,30,1041,15/03/2023 20:00,0,In-store,Suburb,4,1,20
1774,955339.153,81,1098,15/03/2023 21:00,0,In-store,Suburb,6,1,21
1775,786924.6959,34,1059,15/03/2023 22:00,0,Online,Rural,7,6,22
1776,315475.3551,86,1093,15/03/2023 23:00,0,In-store,City,5,0,23
1777,688165.8926,69,1067,16/03/2023 00:00,0,In-store,Rural,8,2,0
1778,437659.3637,48,1074,16/03/2023 01:00,0,In-store,City,1,6,1
1779,254745.155,40,1084,16/03/2023 02:00,0,In-store,Suburb,2,0,2
1780,840887.4923,51,1066,16/03/2023 03:00,0,In-store,City,6,2,3
1781,38522.50633,80,1027,16/03/2023 04:00,0,In-store,Suburb,2,2,4
1782,901771.8159,13,1032,16/03/2023 05:00,0,In-store,City,5,5,5
1783,461531.3169,90,1056,16/03/2023 06:00,0,Online,Rural,7,5,6
1784,637237.7567,31,1010,16/03/2023 07:00,0,In-store,Suburb,5,1,7
1785,659387.9868,39,1040,16/03/2023 08:00,0,In-store,City,2,1,8
1786,895128.2289,63,1017,16/03/2023 09:00,0,Online,Rural,7,3,9
1787,636706.0152,48,1058,16/03/2023 10:00,0,Online,City,4,3,10
1788,613972.1914,87,1097,16/03/2023 11:00,0,In-store,City,6,5,11
1789,66745.37536,48,1006,16/03/2023 12:00,0,Online,City,4,2,12
1790,518456.1811,61,1039,16/03/2023 13:00,0,In-store,Suburb,8,3,13
1791,150253.9839,12,1018,16/03/2023 14:00,0,Online,Suburb,4,5,14
1792,737460.0253,78,1073,16/03/2023 15:00,0,Online,Rural,6,3,15
1793,512270.6986,56,1072,16/03/2023 16:00,0,Online,City,2,6,16
1794,680259.7564,18,1089,16/03/2023 17:00,0,In-store,City,8,1,17
1795,41768.73331,27,1095,16/03/2023 18:00,0,Online,Suburb,5,3,18
1796,84883.53684,28,1042,16/03/2023 19:00,0,In-store,Suburb,5,6,19
1797,716351.7557,82,1004,16/03/2023 20:00,0,In-store,City,5,4,20
1798,72177.12757,80,1020,16/03/2023 21:00,0,Online,City,3,2,21
1799,71349.60209,52,1028,16/03/2023 22:00,0,Online,City,5,2,22
1800,12207.26439,16,1040,16/03/2023 23:00,0,In-store,Suburb,7,0,23
1801,956505.7482,77,1065,17/03/2023 00:00,0,In-store,City,4,2,0
1802,737534.6086,58,1044,17/03/2023 01:00,0,In-store,City,3,3,1
1803,353316.0834,93,1023,17/03/2023 02:00,0,Online,Suburb,8,0,2
1804,296605.9277,9,1057,17/03/2023 03:00,0,In-store,Suburb,2,4,3
1805,349768.2594,26,1047,17/03/2023 04:00,0,Online,Suburb,4,4,4
1806,774676.0658,28,1013,17/03/2023 05:00,0,In-store,Suburb,7,1,5
1807,661404.474,77,1016,17/03/2023 06:00,0,Online,City,6,3,6
1808,185277.0483,36,1090,17/03/2023 07:00,0,In-store,Suburb,6,3,7
1809,174191.9244,9,1055,17/03/2023 08:00,0,In-store,Suburb,4,3,8
1810,98485.81015,47,1095,17/03/2023 09:00,0,Online,City,3,4,9
1811,660336.6894,78,1065,17/03/2023 10:00,0,Online,Rural,4,0,10
1812,764396.225,51,1081,17/03/2023 11:00,0,Online,City,5,2,11
1813,265119.9237,76,1016,17/03/2023 12:00,0,Online,City,2,5,12
1814,21042.86653,57,1037,17/03/2023 13:00,0,Online,City,5,4,13
1815,82263.45031,32,1052,17/03/2023 14:00,0,In-store,City,9,3,14
1816,967863.2488,67,1010,17/03/2023 15:00,0,Online,City,6,2,15
1817,295515.233,57,1038,17/03/2023 16:00,0,Online,City,2,1,16
1818,769246.2255,54,1044,17/03/2023 17:00,0,Online,City,5,2,17
1819,624701.1025,16,1095,17/03/2023 18:00,0,Online,Rural,1,4,18
1820,382001.4457,62,1074,17/03/2023 19:00,0,Online,City,6,2,19
1821,205766.6935,84,1054,17/03/2023 20:00,0,In-store,City,6,3,20
1822,121474.2795,96,1098,17/03/2023 21:00,0,Online,City,4,3,21
1823,615051.4667,56,1051,17/03/2023 22:00,0,In-store,City,8,3,22
1824,774656.3173,23,1052,17/03/2023 23:00,0,Online,City,6,3,23
1825,643939.8631,17,1070,18/03/2023 00:00,1,Online,Rural,6,7,0
1826,530349.103,80,1092,18/03/2023 01:00,0,In-store,Suburb,5,2,1
1827,42047.02831,38,1092,18/03/2023 02:00,0,Online,Suburb,4,4,2
1828,968491.9287,72,1059,18/03/2023 03:00,0,Online,City,4,5,3
1829,798734.3202,83,1013,18/03/2023 04:00,0,In-store,Rural,4,5,4
1830,292892.7545,30,1041,18/03/2023 05:00,0,In-store,Rural,7,4,5
1831,979972.3323,58,1012,18/03/2023 06:00,0,Online,Rural,2,3,6
1832,601921.4015,98,1050,18/03/2023 07:00,0,In-store,Suburb,7,5,7
1833,582464.4159,78,1057,18/03/2023 08:00,0,Online,Suburb,8,3,8
1834,748098.3721,22,1050,18/03/2023 09:00,0,Online,Rural,4,3,9
1835,811788.6111,17,1057,18/03/2023 10:00,0,Online,Suburb,2,3,10
1836,656512.9595,15,1054,18/03/2023 11:00,0,In-store,Suburb,10,3,11
1837,128182.9368,48,1066,18/03/2023 12:00,0,In-store,City,5,2,12
1838,2946249.048,32,1008,18/03/2023 13:00,0,Online,City,3,5,13
1839,928090.832,77,1063,18/03/2023 14:00,0,Online,City,3,2,14
1840,224693.1503,85,1009,18/03/2023 15:00,0,In-store,Rural,5,2,15
1841,372229.8071,40,1060,18/03/2023 16:00,0,Online,City,2,3,16
1842,432133.6753,97,1063,18/03/2023 17:00,0,In-store,Rural,4,4,17
1843,439461.0492,57,1072,18/03/2023 18:00,0,In-store,City,2,3,18
1844,612978.2885,58,1003,18/03/2023 19:00,0,In-store,Rural,4,5,19
1845,943081.5302,91,1073,18/03/2023 20:00,0,In-store,Suburb,4,1,20
1846,240768.6426,99,1013,18/03/2023 21:00,0,In-store,Rural,6,4,21
1847,121589.2262,16,1009,18/03/2023 22:00,0,Online,Suburb,6,5,22
1848,197550.7428,28,1095,18/03/2023 23:00,0,In-store,City,5,7,23
1849,886936.2077,98,1089,19/03/2023 00:00,0,In-store,Suburb,3,5,0
1850,645846.2316,1,1052,19/03/2023 01:00,0,In-store,Suburb,14,2,1
1851,285978.1986,41,1062,19/03/2023 02:00,0,Online,City,6,5,2
1852,815965.3443,48,1008,19/03/2023 03:00,0,In-store,Rural,6,1,3
1853,861383.8594,31,1095,19/03/2023 04:00,0,In-store,Rural,4,1,4
1854,846529.6873,36,1045,19/03/2023 05:00,0,In-store,Rural,6,3,5
1855,918934.641,33,1053,19/03/2023 06:00,1,Online,City,6,4,6
1856,252315.7961,33,1063,19/03/2023 07:00,0,Online,Rural,6,1,7
1857,755066.4246,82,1095,19/03/2023 08:00,0,Online,Suburb,11,4,8
1858,460593.4433,23,1081,19/03/2023 09:00,0,In-store,City,4,2,9
1859,842014.353,60,1057,19/03/2023 10:00,0,In-store,Rural,6,4,10
1860,728517.8281,87,1054,19/03/2023 11:00,0,Online,Suburb,3,3,11
1861,776469.8018,79,1019,19/03/2023 12:00,0,Online,Suburb,1,1,12
1862,656196.2215,90,1067,19/03/2023 13:00,0,In-store,Rural,11,2,13
1863,177511.0266,30,1046,19/03/2023 14:00,0,Online,City,6,2,14
1864,545072.4162,89,1094,19/03/2023 15:00,0,Online,Suburb,4,5,15
1865,984671.2726,45,1010,19/03/2023 16:00,0,Online,Suburb,2,1,16
1866,937394.3277,80,1093,19/03/2023 17:00,0,In-store,Suburb,5,2,17
1867,43269.41842,39,1018,19/03/2023 18:00,0,Online,Suburb,6,0,18
1868,164898.3342,45,1012,19/03/2023 19:00,0,Online,Rural,7,1,19
1869,131815.6006,78,1049,19/03/2023 20:00,1,Online,City,10,3,20
1870,726007.312,81,1023,19/03/2023 21:00,0,In-store,Suburb,3,2,21
1871,817803.5513,12,1062,19/03/2023 22:00,0,In-store,Suburb,6,6,22
1872,213590.0152,93,1011,19/03/2023 23:00,0,Online,Suburb,5,3,23
1873,505902.1077,32,1073,20/03/2023 00:00,0,Online,City,5,6,0
1874,840718.9577,56,1056,20/03/2023 01:00,0,Online,Suburb,4,2,1
1875,732828.2646,24,1088,20/03/2023 02:00,0,Online,City,7,5,2
1876,542282.9818,13,1089,20/03/2023 03:00,0,Online,City,8,3,3
1877,590388.6557,20,1055,20/03/2023 04:00,0,In-store,City,5,3,4
1878,508409.7109,79,1025,20/03/2023 05:00,0,Online,City,4,4,5
1879,297618.6965,56,1009,20/03/2023 06:00,0,Online,Rural,3,2,6
1880,,53,1012,20/03/2023 07:00,0,In-store,Rural,3,3,7
1881,688916.4135,68,1011,20/03/2023 08:00,0,In-store,Rural,3,3,8
1882,873335.5836,54,1038,20/03/2023 09:00,0,Online,Suburb,7,5,9
1883,636327.7248,34,1028,20/03/2023 10:00,0,In-store,City,2,0,10
1884,761145.4249,28,1008,20/03/2023 11:00,0,In-store,City,6,2,11
1885,160155.6278,50,1074,20/03/2023 12:00,0,Online,Rural,3,3,12
1886,461611.3187,2,1089,20/03/2023 13:00,0,Online,Rural,9,2,13
1887,9430.686665,94,1047,20/03/2023 14:00,0,In-store,City,8,3,14
1888,,26,1036,20/03/2023 15:00,0,Online,Rural,4,5,15
1889,726489.0689,51,1050,20/03/2023 16:00,0,Online,Suburb,5,0,16
